IncidentNumber,DateOfCall,CalYear,TimeOfCall,HourOfCall,IncidentGroup,StopCodeDescription,SpecialServiceType,PropertyCategory,PropertyType,AddressQualifier,Postcode_full,Postcode_district,UPRN,USRN,IncGeo_BoroughCode,IncGeo_BoroughName,ProperCase,IncGeo_WardCode,IncGeo_WardName,IncGeo_WardNameNew,Easting_m,Northing_m,Easting_rounded,Northing_rounded,Latitude,Longitude,FRS,IncidentStationGround,FirstPumpArriving_AttendanceTime,FirstPumpArriving_DeployedFromStation,SecondPumpArriving_AttendanceTime,SecondPumpArriving_DeployedFromStation,NumStationsWithPumpsAttending,NumPumpsAttending,PumpCount,PumpMinutesRounded,Notional Cost (£),NumCalls
171303-02112023,02-Nov-23,2023,13:20:38,13,Special Service,Special Service,Effecting entry/exit,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,NW5,0.0,20400334,E09000007,CAMDEN,Camden,E05013658,GOSPEL OAK,GOSPEL OAK,,,527950,185250,,,London,Kentish Town,678.0,Euston,,,1.0,1.0,1,60,388,1.0
190465-04122023,04-Dec-23,2023,12:51:27,12,False Alarm,AFA,,Dwelling,House - single occupancy ,Correct incident location,,N13,0.0,20707474,E09000010,ENFIELD,Enfield,E05013683,HIGHFIELD,HIGHFIELD,,,531850,192550,,,London,Edmonton,555.0,Southgate,594.0,Hornsey,2.0,2.0,2,60,388,2.0
128475-24082023,24-Aug-23,2023,04:28:18,4,Special Service,Special Service,Flooding,Non Residential,Pub/wine bar/bar ,Correct incident location,RM13 9YW,RM13,100021348083.0,21300725,E09000016,HAVERING,Havering,E05013979,RAINHAM & WENNINGTON,RAINHAM & WENNINGTON,552072.0,182140.0,552050,182150,51.51772512,0.1903801,London,Wennington,372.0,Wennington,,,1.0,1.0,1,60,388,1.0
187965-30112023,30-Nov-23,2023,12:52:56,12,False Alarm,False alarm - Good intent,,Dwelling,House - single occupancy ,Correct incident location,,SW13,0.0,22404453,E09000027,RICHMOND UPON THAMES,Richmond Upon thames,E05013774,BARNES,BARNES,,,522350,176650,,,London,Hammersmith,395.0,Wandsworth,438.0,Richmond,2.0,2.0,2,60,388,1.0
081181-07062023,07-Jun-23,2023,10:46:55,10,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - 10 or more storeys ,Within same building,,E2,0.0,22700764,E09000030,TOWER HAMLETS,Tower Hamlets,E05009317,BETHNAL GREEN,BETHNAL GREEN,,,535650,183150,,,London,Bethnal Green,387.0,Poplar,445.0,Homerton,4.0,4.0,4,60,388,1.0
126199-20082023,20-Aug-23,2023,05:54:26,5,Special Service,Special Service,RTC,Road Vehicle,Multiple Vehicles ,In street close to gazetteer location,SW8 1SR,SW8,10090196377.0,21901248,E09000022,LAMBETH,Lambeth,E05014117,VAUXHALL,VAUXHALL,530427.0,177871.0,530450,177850,51.48476821,-0.122959551,London,Lambeth,279.0,Lambeth,,,1.0,1.0,1,60,388,1.0
120632-10082023,10-Aug-23,2023,15:00:56,15,Special Service,Special Service,RTC,Road Vehicle,Multiple Vehicles ,In street outside gazetteer location,IG3 8HX,IG3,100022193085.0,22301800,E09000026,REDBRIDGE,Redbridge,E05011250,NEWBURY,NEWBURY,545292.0,187667.0,545250,187650,51.56916228,0.095016871,London,Ilford,176.0,Ilford,500.0,Dagenham,2.0,2.0,2,68,440,2.0
095847-29062023,29-Jun-23,2023,04:13:46,4,Special Service,Special Service,Assist other agencies,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Within same building,,TW8,0.0,21501622,E09000018,HOUNSLOW,Hounslow,E05013626,OSTERLEY & SPRING GROVE,OSTERLEY & SPRING GROVE,,,516450,177550,,,London,Heston,372.0,Heston,,,1.0,1.0,1,60,388,1.0
188124-30112023,30-Nov-23,2023,17:17:11,17,Special Service,Special Service,Lift Release,Other Residential,Retirement/Old Persons Home,Correct incident location,NW6 7YX,NW6,202192416.0,20201346,E09000005,BRENT,Brent,E05013498,BRONDESBURY PARK,BRONDESBURY PARK,524100.0,184300.0,524150,184350,51.5439624,-0.2117775,London,Willesden,519.0,Paddington,,,1.0,1.0,1,60,388,1.0
007671-17012023,17-Jan-23,2023,09:05:11,9,Fire,Secondary Fire,,Outdoor,Loose refuse ,In street outside gazetteer location,N21 3DD,N21,207002095.0,20704554,E09000010,ENFIELD,Enfield,E05013696,WINCHMORE HILL,WINCHMORE HILL,530714.0,193806.0,530750,193850,51.62790043,-0.112906494,London,Southgate,310.0,Southgate,,,1.0,1.0,1,60,364,1.0
025879-20022023,20-Feb-23,2023,20:08:03,20,Special Service,Special Service,Lift Release,Dwelling,Converted Flat/Maisonettes - 3 or more storeys,Within same building,,IG11,0.0,19900714,E09000002,BARKING AND DAGENHAM,Barking And dagenham,E05014053,ABBEY,ABBEY,,,544150,183950,,,London,Barking,,,,,1.0,1.0,1,60,364,2.0
022335-14022023,14-Feb-23,2023,00:04:13,0,False Alarm,AFA,,Other Residential,Hotel/motel ,Within same building,EC2A 3HU,EC2A,10008302796.0,20900467,E09000012,HACKNEY,Hackney,E05009377,HOXTON EAST & SHOREDITCH,HOXTON EAST & SHOREDITCH,533085.0,182476.0,533050,182450,51.525526,-0.082971,London,Shoreditch,155.0,Shoreditch,,,1.0,1.0,1,60,364,1.0
060809-02052023,02-May-23,2023,00:47:29,0,Special Service,Special Service,Effecting entry/exit,Other Residential,Student Hall of Residence ,Correct incident location,E1 4FQ,E1,6180885.0,22702702,E09000030,TOWER HAMLETS,Tower Hamlets,E05009317,BETHNAL GREEN,BETHNAL GREEN,536164.0,182364.0,536150,182350,51.523789,-0.0386448,London,Bethnal Green,,,,,1.0,1.0,1,60,388,1.0
059309-29042023,29-Apr-23,2023,12:32:29,12,False Alarm,False alarm - Good intent,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,SE1,0.0,22502079,E09000028,SOUTHWARK,Southwark,E05011104,LONDON BRIDGE & WEST BERMONDSEY,LONDON BRIDGE & WEST BERMONDSEY,,,533550,179650,,,London,Dockhead,252.0,Dockhead,370.0,Peckham,5.0,5.0,6,97,627,2.0
178001-13112023,13-Nov-23,2023,09:18:58,9,False Alarm,AFA,,Non Residential,Converted office ,Correct incident location,SW1Y 6HD,SW1Y,10033572063.0,8401121,E09000033,WESTMINSTER,Westminster,E05013806,ST. JAMES'S,ST. JAMES'S,529540.0,180511.0,529550,180550,51.50869,-0.1347651,London,Soho,209.0,Soho,,,1.0,1.0,1,60,388,1.0
003490-08012023,08-Jan-23,2023,10:08:16,10,Special Service,Special Service,No action (not false alarm),Outdoor,River/canal ,Open land/water - nearest gazetteer location,E20 2ST,E20,10014035637.0,22208180,E09000025,NEWHAM,Newham,E05013925,STRATFORD OLYMPIC PARK,STRATFORD OLYMPIC PARK,537532.0,184047.0,537550,184050,51.53858525,-0.018286141,London,Stratford,374.0,Leyton,,,1.0,1.0,1,60,364,1.0
134309-03092023,03-Sep-23,2023,01:20:39,1,Fire,Primary Fire,,Non Residential,Electricity power station ,Correct incident location,SE15 1LE,SE15,10025290060.0,22502612,E09000028,SOUTHWARK,Southwark,E05011109,OLD KENT ROAD,OLD KENT ROAD,534463.0,177987.0,534450,177950,51.4848662,-0.064817703,London,Old Kent Road,337.0,Old Kent Road,403.0,New Cross,2.0,2.0,2,171,1106,2.0
200741-22122023,22-Dec-23,2023,01:21:48,1,False Alarm,AFA,,Non Residential,Purpose built office ,Correct incident location,E14 4QQ,E14,6065000.0,22700242,E09000030,TOWER HAMLETS,Tower Hamlets,E05009323,CANARY WHARF,CANARY WHARF,537358.0,180390.0,537350,180350,51.50576611,-0.02222349,London,Poplar,281.0,Millwall,,,1.0,1.0,1,60,388,1.0
158418-11102023,11-Oct-23,2023,17:42:06,17,Special Service,Special Service,Lift Release,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,N16,0.0,20900150,E09000012,HACKNEY,Hackney,E05009370,DALSTON,DALSTON,,,533450,184950,,,London,Stoke Newington,,,,,1.0,1.0,2,131,847,1.0
010119-21012023,21-Jan-23,2023,16:23:27,16,False Alarm,False alarm - Good intent,,Dwelling,House - single occupancy ,Correct incident location,,UB5,0.0,20601493,E09000009,EALING,Ealing,E05013532,NORTHOLT WEST END,NORTHOLT WEST END,,,511150,183050,,,London,Northolt,578.0,Northolt,,,1.0,1.0,1,60,364,1.0
007796-17012023,17-Jan-23,2023,13:44:49,13,Special Service,Special Service,No action (not false alarm),Dwelling,House - single occupancy ,Correct incident location,,TW5,0.0,21501612,E09000018,HOUNSLOW,Hounslow,E05013612,CRANFORD,CRANFORD,,,510650,177050,,,London,Heathrow,420.0,Heathrow,,,1.0,1.0,1,60,364,1.0
202138-24122023,24-Dec-23,2023,16:33:30,16,Fire,Secondary Fire,,Outdoor Structure,Small refuse/rubbish container,In street outside gazetteer location,EC1V 4PD,EC1V,5300084879.0,21606010,E09000019,ISLINGTON,Islington,E05013702,CLERKENWELL,CLERKENWELL,531625.0,182576.0,531650,182550,51.5267749,-0.103956492,London,Islington,149.0,Shoreditch,,,1.0,1.0,1,60,388,1.0
001311-03012023,03-Jan-23,2023,13:29:47,13,Fire,Primary Fire,,Non Residential,Secondary school,Correct incident location,DA14 5AA,DA14,100023528723.0,20303023,E09000006,BROMLEY,Bromley,E05014007,ST. PAUL'S CRAY,ST. PAUL'S CRAY,546908.0,170243.0,546950,170250,51.41218464,0.111075572,London,Sidcup,349.0,Sidcup,402.0,Orpington,3.0,3.0,3,202,1225,1.0
178624-14112023,14-Nov-23,2023,10:06:54,10,Special Service,Special Service,No action (not false alarm),Dwelling,House - single occupancy ,Correct incident location,,CR4,0.0,22106870,E09000024,MERTON,Merton,E05013814,FIGGE'S MARSH,FIGGE'S MARSH,,,528450,169050,,,London,Mitcham,346.0,Mitcham,,,1.0,1.0,1,60,388,1.0
157015-09102023,09-Oct-23,2023,15:29:14,15,False Alarm,AFA,,Other Residential,Hotel/motel ,Correct incident location,UB3 5BP,UB3,10022801374.0,21402329,E09000017,HILLINGDON,Hillingdon,E05013570,HEATHROW VILLAGES,HEATHROW VILLAGES,508664.0,176996.0,508650,176950,51.48149273,-0.436526973,London,Heathrow,243.0,Heathrow,,,1.0,1.0,1,60,388,1.0
188579-01122023,01-Dec-23,2023,12:43:20,12,Special Service,Special Service,Making Safe (not RTC),Outdoor,Cycle path/public footpath/bridleway ,In street close to gazetteer location,EN3 6PX,EN3,207006593.0,20702272,E09000010,ENFIELD,Enfield,E05013675,BULLSMOOR,BULLSMOOR,535887.0,199258.0,535850,199250,51.67567213,-0.036105626,London,Enfield,366.0,Enfield,,,1.0,1.0,1,60,388,1.0
110291-23072023,23-Jul-23,2023,05:57:02,5,Special Service,Special Service,No action (not false alarm),Dwelling,Licensed House in Multiple Occupation - 3 or more storeys ,Correct incident location,,UB4,0.0,21400220,E09000017,HILLINGDON,Hillingdon,E05013565,CHARVILLE,CHARVILLE,,,509250,182750,,,London,Hillingdon,354.0,Hillingdon,,,1.0,1.0,1,60,388,1.0
046611-04042023,04-Apr-23,2023,10:41:18,10,Special Service,Special Service,Assist other agencies,Dwelling,House - single occupancy ,Correct incident location,,TN14,0.0,20303592,E09000006,BROMLEY,Bromley,E05013996,DARWIN,DARWIN,,,544750,161650,,,London,Biggin Hill,1000.0,Addington,,,1.0,1.0,1,60,388,1.0
102697-10072023,10-Jul-23,2023,13:28:04,13,False Alarm,False alarm - Good intent,,Non Residential,Airport - terminal ,Correct incident location,TW6 1RU,TW6,10059101545.0,21400496,E09000017,HILLINGDON,Hillingdon,E05013570,HEATHROW VILLAGES,HEATHROW VILLAGES,507371.0,176016.0,507350,176050,0.0,0.0,London,Heathrow,318.0,Heathrow,,,1.0,1.0,1,60,388,1.0
190610-04122023,04-Dec-23,2023,17:50:11,17,Special Service,Special Service,RTC,Road Vehicle,Car ,In street outside gazetteer location,SE22 0LT,SE22,200003499773.0,22501941,E09000028,SOUTHWARK,Southwark,E05011099,DULWICH HILL,DULWICH HILL,534549.0,174916.0,534550,174950,51.4572466,-0.064754193,London,New Cross,429.0,Forest Hill,478.0,Old Kent Road,2.0,2.0,2,260,1681,2.0
173446-05112023,05-Nov-23,2023,20:58:50,20,Fire,Primary Fire,,Road Vehicle,Bicycle,In street outside gazetteer location,SW17 7RH,SW17,121014350.0,22906604,E09000032,WANDSWORTH,Wandsworth,E05014025,TRINITY,TRINITY,527884.0,172491.0,527850,172450,51.43699729,-0.161509236,London,Tooting,8.0,Tooting,,,1.0,1.0,1,60,388,1.0
188628-01122023,01-Dec-23,2023,14:22:55,14,False Alarm,AFA,,Dwelling,Converted Flat/Maisonettes - 3 or more storeys,Correct incident location,,TW12,0.0,22406573,E09000027,RICHMOND UPON THAMES,Richmond Upon thames,E05013779,HAMPTON NORTH,HAMPTON NORTH,,,513750,171150,,,London,Twickenham,329.0,Twickenham,646.0,Feltham,2.0,2.0,2,60,388,1.0
030560-02032023,02-Mar-23,2023,17:04:06,17,Special Service,Special Service,Effecting entry/exit,Dwelling,House - single occupancy ,Correct incident location,,SE1,0.0,22502707,E09000028,SOUTHWARK,Southwark,E05011098,CHAUCER,CHAUCER,,,533050,179350,,,London,Old Kent Road,290.0,Old Kent Road,,,1.0,1.0,1,60,364,1.0
153997-04102023,04-Oct-23,2023,12:08:14,12,Fire,Primary Fire,,Dwelling,Converted Flat/Maisonettes - 3 or more storeys,Correct incident location,,E1,0.0,22700191,E09000030,TOWER HAMLETS,Tower Hamlets,E05009335,WEAVERS,WEAVERS,,,533850,182250,,,London,Shoreditch,212.0,Shoreditch,353.0,Whitechapel,2.0,2.0,2,67,433,2.0
112145-26072023,26-Jul-23,2023,15:09:11,15,Fire,Primary Fire,,Dwelling,Converted Flat/Maisonettes - 3 or more storeys,Correct incident location,,N1,0.0,21604203,E09000019,ISLINGTON,Islington,E05013698,BARNSBURY,BARNSBURY,,,531350,184150,,,London,Islington,401.0,Holloway,485.0,Euston,2.0,2.0,2,60,388,1.0
124616-17082023,17-Aug-23,2023,12:56:20,12,False Alarm,AFA,,Dwelling,House - single occupancy ,Correct incident location,,SW1X,0.0,21700256,E09000020,KENSINGTON AND CHELSEA,Kensington And chelsea,E05009389,BROMPTON & HANS TOWN,BROMPTON & HANS TOWN,,,527750,179350,,,London,Chelsea,862.0,Soho,877.0,Dowgate,2.0,2.0,2,60,388,2.0
173192-05112023,05-Nov-23,2023,16:15:10,16,Special Service,Special Service,Lift Release,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,N7,0.0,21610019,E09000019,ISLINGTON,Islington,E05013706,HOLLOWAY,HOLLOWAY,,,530050,184950,,,London,Holloway,306.0,Kentish Town,,,1.0,1.0,1,60,388,1.0
030495-02032023,02-Mar-23,2023,14:16:52,14,False Alarm,AFA,,Non Residential,Single shop ,Correct incident location,W1W 5QQ,W1W,10033593300.0,8400603,E09000033,WESTMINSTER,Westminster,E05013808,WEST END,WEST END,528917.0,181970.0,528950,181950,51.521944,-0.143204,London,Euston,329.0,Paddington,,,1.0,1.0,1,60,364,1.0
052774-16042023,16-Apr-23,2023,14:51:19,14,Special Service,Special Service,Flooding,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,E1,0.0,22701101,E09000030,TOWER HAMLETS,Tower Hamlets,E05009336,WHITECHAPEL,WHITECHAPEL,,,534950,181350,,,London,Shadwell,160.0,Shadwell,,,1.0,1.0,1,60,388,1.0
036204-13032023,13-Mar-23,2023,20:16:40,20,Special Service,Special Service,Advice Only,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,SE17,0.0,22501291,E09000028,SOUTHWARK,Southwark,E05011102,FARADAY,FARADAY,,,532950,177850,,,London,Old Kent Road,274.0,Old Kent Road,,,1.0,1.0,1,60,364,1.0
190623-04122023,04-Dec-23,2023,18:03:37,18,False Alarm,AFA,,Dwelling,Converted Flat/Maisonettes - 3 or more storeys,Correct incident location,,SW5,0.0,21700362,E09000020,KENSINGTON AND CHELSEA,Kensington And chelsea,E05009395,EARL'S COURT,EARL'S COURT,,,525350,178650,,,London,Kensington,308.0,Kensington,620.0,Hammersmith,2.0,2.0,2,60,388,1.0
097206-01072023,01-Jul-23,2023,15:46:32,15,Fire,Secondary Fire,,Outdoor Structure,Small refuse/rubbish container,In street close to gazetteer location,SE1 4RT,SE1,10096035838.0,22502357,E09000028,SOUTHWARK,Southwark,E05011104,LONDON BRIDGE & WEST BERMONDSEY,LONDON BRIDGE & WEST BERMONDSEY,532848.0,180101.0,532850,180150,51.50424138,-0.087267962,London,Dockhead,403.0,Dowgate,,,1.0,1.0,1,60,388,1.0
055179-21042023,21-Apr-23,2023,11:46:22,11,False Alarm,AFA,,Non Residential,Church/Chapel ,Correct incident location,SW6 3SL,SW6,34131514.0,21000794,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013745,PARSONS GREEN & SANDFORD,PARSONS GREEN & SANDFORD,525487.0,176304.0,525450,176350,51.4718004,-0.19461699,London,Fulham,595.0,Hammersmith,,,1.0,1.0,1,60,388,1.0
097305-01072023,01-Jul-23,2023,19:04:42,19,False Alarm,False alarm - Good intent,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,E13,0.0,22202036,E09000025,NEWHAM,Newham,E05013920,PLAISTOW WEST & CANNING TOWN EAST,PLAISTOW WEST & CANNING TOWN EAST,,,539750,183150,,,London,Plaistow,350.0,Stratford,454.0,Plaistow,2.0,2.0,2,60,388,1.0
089971-20062023,20-Jun-23,2023,09:13:29,9,False Alarm,AFA,,Dwelling,Converted Flat/Maisonette - Up to 2 storeys ,Correct incident location,,SM5,0.0,22602499,E09000029,SUTTON,Sutton,E05013756,CARSHALTON CENTRAL,CARSHALTON CENTRAL,,,527950,164750,,,London,Wallington,322.0,Wallington,414.0,Mitcham,2.0,2.0,2,60,388,1.0
105722-15072023,15-Jul-23,2023,14:54:54,14,Fire,Secondary Fire,,Outdoor Structure,Small refuse/rubbish container,In street outside gazetteer location,E10 5NH,E10,10093559621.0,22857125,E09000031,WALTHAM FOREST,Waltham Forest,E05013896,LEYTON,LEYTON,538182.0,185888.0,538150,185850,51.55496896,-0.008194112,London,Leyton,416.0,Leytonstone,,,1.0,1.0,1,60,388,3.0
153817-04102023,04-Oct-23,2023,02:10:02,2,Special Service,Special Service,Lift Release,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,SE10,0.0,22007126,E09000023,LEWISHAM,Lewisham,E05013715,BLACKHEATH,BLACKHEATH,,,538050,176650,,,London,Greenwich,198.0,Greenwich,,,1.0,1.0,1,60,388,1.0
024592-18022023,18-Feb-23,2023,02:44:15,2,False Alarm,AFA,,Non Residential,College/University ,Within same building,SW15 5PU,SW15,10033238805.0,22904379,E09000032,WANDSWORTH,Wandsworth,E05014017,ROEHAMPTON,ROEHAMPTON,522162.0,174543.0,522150,174550,51.45670056,-0.243086785,London,Wandsworth,396.0,Wandsworth,,,1.0,1.0,1,60,364,2.0
048143-07042023,07-Apr-23,2023,10:20:57,10,Fire,Primary Fire,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,UB2,0.0,20600844,E09000009,EALING,Ealing,E05013533,NORWOOD GREEN,NORWOOD GREEN,,,513450,179250,,,London,Southall,264.0,Southall,279.0,Southall,1.0,2.0,2,101,653,1.0
007100-16012023,16-Jan-23,2023,08:07:28,8,Special Service,Special Service,Flooding,Dwelling,House - single occupancy ,Within same building,,NW6,0.0,20400253,E09000007,CAMDEN,Camden,E05013671,WEST HAMPSTEAD,WEST HAMPSTEAD,,,525050,185150,,,London,West Hampstead,317.0,West Hampstead,,,1.0,1.0,1,60,364,1.0
132728-31082023,31-Aug-23,2023,11:35:34,11,Fire,Secondary Fire,,Outdoor Structure,Large refuse/rubbish container (eg skip/ paladin),On land associated with building,RM8 3NT,RM8,100035256.0,19900414,E09000002,BARKING AND DAGENHAM,Barking And dagenham,E05014069,VALENCE,VALENCE,548970.0,186777.0,548950,186750,51.56021383,0.14767085,London,Dagenham,881.0,Leytonstone,,,2.0,2.0,1,60,388,1.0
198249-17122023,17-Dec-23,2023,17:36:34,17,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,SW6,0.0,21000826,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013747,SANDS END,SANDS END,,,526250,176350,,,London,Fulham,347.0,Fulham,350.0,Chelsea,2.0,2.0,2,60,388,1.0
139821-10092023,10-Sep-23,2023,20:23:01,20,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,SE10,0.0,20800333,E09000011,GREENWICH,Greenwich,E05014076,EAST GREENWICH,EAST GREENWICH,,,539350,178650,,,London,East Greenwich,329.0,East Greenwich,389.0,Greenwich,4.0,5.0,5,86,556,1.0
017158-03022023,03-Feb-23,2023,23:35:31,23,False Alarm,AFA,,Non Residential,College/University ,Correct incident location,SW4 8DX,SW4,10094961069.0,21900805,E09000022,LAMBETH,Lambeth,E05014095,BRIXTON ACRE LANE,BRIXTON ACRE LANE,530104.0,174609.0,530150,174650,51.45552464,-0.128811701,London,Clapham,327.0,Clapham,737.0,Battersea,2.0,2.0,2,60,364,1.0
184179-24112023,24-Nov-23,2023,02:25:58,2,False Alarm,AFA,,Dwelling,House - single occupancy ,Correct incident location,,NW2,0.0,20023220,E09000003,BARNET,Barnet,E05013631,CHILDS HILL,CHILDS HILL,,,524750,186050,,,London,West Hampstead,269.0,West Hampstead,,,1.0,1.0,1,60,388,1.0
118527-06082023,06-Aug-23,2023,18:27:31,18,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,NW10,0.0,20201425,E09000005,BRENT,Brent,E05013509,ROUNDWOOD,ROUNDWOOD,,,521650,184350,,,London,Willesden,284.0,Willesden,,,1.0,1.0,1,60,388,1.0
153250-03102023,03-Oct-23,2023,02:02:48,2,False Alarm,AFA,,Non Residential,Pub/wine bar/bar ,Within same building,EC3V 3NA,EC3V,100022935538.0,8100201,E09000001,CITY OF LONDON,City Of london,E05009301,CORNHILL,CORNHILL,532922.0,181157.0,532950,181150,51.51371569,-0.08581127,London,Dowgate,294.0,Dowgate,,,1.0,1.0,1,60,388,1.0
021746-12022023,12-Feb-23,2023,20:03:55,20,Special Service,Special Service,Animal assistance incidents,Dwelling,House - single occupancy ,Correct incident location,,E16,0.0,22207954,E09000025,NEWHAM,Newham,E05013908,CUSTOM HOUSE,CUSTOM HOUSE,,,541250,181350,,,London,Plaistow,337.0,East Ham,,,1.0,1.0,1,60,364,1.0
094754-27062023,27-Jun-23,2023,09:18:29,9,False Alarm,AFA,,Other Residential,Retirement/Old Persons Home,Within same building,EN5 2NS,EN5,200221685.0,20029020,E09000003,BARNET,Barnet,E05013647,UNDERHILL,UNDERHILL,524179.0,195471.0,524150,195450,51.6443447,-0.2066773,London,Barnet,288.0,Barnet,601.0,Southgate,2.0,2.0,2,60,388,1.0
160432-14102023,14-Oct-23,2023,20:37:03,20,False Alarm,False alarm - Good intent,,Dwelling,Converted Flat/Maisonette - Up to 2 storeys ,Correct incident location,,SW12,0.0,22900824,E09000032,WANDSWORTH,Wandsworth,E05014009,BALHAM,BALHAM,,,529050,173350,,,London,Tooting,375.0,Tooting,,,1.0,1.0,1,60,388,1.0
137726-08092023,08-Sep-23,2023,05:58:22,5,Special Service,Special Service,Advice Only,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Within same building,,NW1,0.0,20400793,E09000007,CAMDEN,Camden,E05013669,ST. PANCRAS & SOMERS TOWN,ST. PANCRAS & SOMERS TOWN,,,529550,183150,,,London,Euston,208.0,Euston,,,1.0,1.0,1,60,388,1.0
096670-30062023,30-Jun-23,2023,13:46:32,13,False Alarm,False alarm - Good intent,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Within same building,,E14,0.0,22701010,E09000030,TOWER HAMLETS,Tower Hamlets,E05009327,MILE END,MILE END,,,536550,181350,,,London,Poplar,389.0,Poplar,496.0,Shadwell,5.0,5.0,5,210,1358,2.0
174996-08112023,08-Nov-23,2023,12:09:43,12,Special Service,Special Service,Making Safe (not RTC),Outdoor Structure,Cables ,In street outside gazetteer location,NW3 5EP,NW3,5125015.0,20400045,E09000007,CAMDEN,Camden,E05013652,BELSIZE,BELSIZE,526556.0,184484.0,526550,184450,51.54507545,-0.176305913,London,West Hampstead,325.0,Paddington,509.0,Paddington,2.0,2.0,2,103,666,3.0
038808-19032023,19-Mar-23,2023,03:09:54,3,Special Service,Special Service,RTC,Road Vehicle,Car ,On motorway / elevated road,RM13 8GJ,RM13,10070704463.0,21310079,E09000016,HAVERING,Havering,E05013979,RAINHAM & WENNINGTON,RAINHAM & WENNINGTON,550123.0,182479.0,550150,182450,51.52128516,0.162465134,London,Wennington,639.0,Dagenham,992.0,Barking,2.0,2.0,2,70,425,2.0
001601-04012023,04-Jan-23,2023,07:21:18,7,Special Service,Special Service,Flooding,Dwelling,Self contained Sheltered Housing ,Within same building,,SE20,0.0,20302868,E09000006,BROMLEY,Bromley,E05014002,PENGE & CATOR,PENGE & CATOR,,,535350,169950,,,London,Beckenham,287.0,Beckenham,,,1.0,1.0,1,60,364,1.0
103985-12072023,12-Jul-23,2023,16:37:01,16,Fire,Secondary Fire,,Outdoor,Scrub land ,On land associated with building,UB7 7RY,UB7,100021506619.0,21401527,E09000017,HILLINGDON,Hillingdon,E05013584,YIEWSLEY,YIEWSLEY,505901.0,180949.0,505950,180950,51.51755437,-0.475111734,London,Hillingdon,437.0,Hillingdon,,,1.0,1.0,1,60,388,2.0
167316-26102023,26-Oct-23,2023,15:28:38,15,False Alarm,False alarm - Good intent,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Within same building,,E3,0.0,22701234,E09000030,TOWER HAMLETS,Tower Hamlets,E05009327,MILE END,MILE END,,,536650,182250,,,London,Bethnal Green,354.0,Bethnal Green,538.0,Whitechapel,2.0,2.0,2,60,388,1.0
085118-12062023,12-Jun-23,2023,19:01:37,19,Special Service,Special Service,RTC,Road Vehicle,Car ,In street close to gazetteer location,CR0 7UY,CR0,10001003365.0,20500542,E09000008,CROYDON,Croydon,E05011482,SHIRLEY NORTH,SHIRLEY NORTH,536450.0,167152.0,536450,167150,51.38702172,-0.040394456,London,Woodside,322.0,Woodside,,,1.0,1.0,1,60,388,1.0
149104-26092023,26-Sep-23,2023,09:13:27,9,Fire,Secondary Fire,,Outdoor Structure,Large refuse/rubbish container (eg skip/ paladin),On land associated with building,E15 4JW,E15,10008996717.0,22201334,E09000025,NEWHAM,Newham,E05013912,FOREST GATE SOUTH,FOREST GATE SOUTH,539575.0,184915.0,539550,184950,51.54587872,0.011493438,London,Stratford,166.0,Stratford,,,1.0,1.0,1,60,388,1.0
021073-11022023,11-Feb-23,2023,14:36:45,14,Special Service,Special Service,Flooding,Dwelling,House - single occupancy ,Correct incident location,,E9,0.0,20900206,E09000012,HACKNEY,Hackney,E05009374,HACKNEY WICK,HACKNEY WICK,,,536150,184650,,,London,Homerton,343.0,Bethnal Green,,,1.0,1.0,1,60,364,1.0
119324-08082023,08-Aug-23,2023,07:59:26,7,Special Service,Special Service,Flooding,Dwelling,Converted Flat/Maisonette - Up to 2 storeys ,Correct incident location,,E8,0.0,20900062,E09000012,HACKNEY,Hackney,E05009382,SHACKLEWELL,SHACKLEWELL,,,534050,185650,,,London,Stoke Newington,270.0,Stoke Newington,,,1.0,1.0,1,60,388,1.0
